,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
LMT,-0.06345262549917674,-0.0386530689909768,-0.360762310202703,-0.02978202228739824,-0.11027510917096581,-0.124573455171586,0.5305898125057593,-0.6576303778767763,-0.408750113207878,0.27527962844215065,0.41305477639359606,-0.5425429961991972,-0.5346037167791374,-0.0492176379063798,0.48333906472384885,-0.12024136913810181,-0.08007279129214581,-0.15138088862463553,0.005361828640065344,-0.09067354478115487,0.003758019135840151,0.4523567650506577,-0.5344754770051428,0.2475948627758631,-0.07382943846777375,0.22566811298871697,-0.30648557009637084,-0.3443172907593107,-0.09075969718470452,-0.11689961886247732,-0.10517889017243458,-0.1158700761677445,-0.21242699592800515
L,-0.024197798459832737,-0.23216438084811547,0.059844502788860734,-0.1509485164405121,-0.1642207812273997,-0.00493169927631551,-0.2878537901698987,0.03501107012224449,-0.3526218839613152,-0.02300366871225894,-0.137336171098945,0.13218429612334126,-0.11722716260525069,0.22253888490525117,0.5867450825277704,0.07029573622833682,0.20422430856788315,0.12530455331040033,-0.07282396778015682,-0.11070122113334564,0.08178730326896304,0.05686214735915983,-0.38026981148751965,-0.095985511443919,-0.23826703900888854,-0.5046691108546935,-0.3883338656969459,-0.12779445101051817,-0.32084104674797764,-0.5618700736213028,-0.06839890993626005,-0.08473508691148236,-0.216468868770947
LOGM,0.032687373587811236,-0.0019402948094575257,0.11290933672000122,0.1227370757382589,0.24696576259807734,0.07276608307837815,-0.032954418729522844,-0.30827776237914334,-0.1349981829261086,0.2630396211338643,-0.005449558061566596,-0.10929317074592733,0.2974000318684715,0.008830942792002056,0.8817835779464087,-0.0209085573236736,0.15808567013119904,0.0005834875952061494,0.0334030572939748,-0.10153084231700521,-0.030555757898248413,0.073337288132968,-0.2068001649588296,0.10379849645226871,-0.15575733444078574,-0.03247088495409385,-0.05344196944844009,0.12227594815490693,-1.0,-0.9334285400417445,-1.0,0.0,0.0
LON,0.28953689396141546,-0.9997893902848747,-0.9662471678794949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPR,-0.9027379759133928,-0.4675167015837516,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LFT,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.901743264659271,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2439767012979926,-0.49682714648587395,-0.3579999272237687
LPH,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOOK,0.1745826800700913,-1.0,0.9992584250673022,0.5878818998716303,-0.4888113455197362,-0.35173708920187796,-0.9285388577322571,0.7772473281614496,-0.9219961640466555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LORL,-0.09773977157815143,-0.14183004816755262,0.06903915854893632,-0.11533000679102391,-0.06041790204146214,-0.24524492345697635,0.14233592952851193,0.11568377421653227,-0.20874310491375062,0.37217634656484255,-0.12287854292118684,-0.13015829188473493,0.028860308829556838,-0.02531747119783495,0.34629493205944883,-0.13825815446851128,-0.04608765448836621,-0.11249735365184381,-0.4048495050167715,0.07804763632498836,0.16136530224108667,-0.08028293960636106,0.05554856639637682,-0.10590718883257208,-0.03544955502693483,-0.01869274338174833,-0.2050498937484771,-0.2964972357742604,0.06258540241388923,-0.2928302105793642,0.08876875095774982,-0.17572816900126062,0.08456775149395246
LO,-0.06766329362225201,-0.3017345184095702,0.026873286194221115,-0.1422808897517028,-0.0390026761443006,0.11554260938305112,0.22328684535262705,-0.999975004349471,-1.0,0.0,0.0,-1.0,0.16646917937728475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6793027817027648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LABC,0.7013801756587202,-0.4865211810012837,-0.6319327731092437,-0.8693507532329022,-0.5732401934443847,-0.7486790719044337,1.0,0.2694367090352643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPX,0.037172971919190285,-0.004971671450536337,0.21270776984744694,-0.016373730734118033,0.2844617093692607,0.15537581337575865,0.35920208755057137,-0.19346292855094044,-0.32397847556300036,0.13764471679424825,-0.18133245002681986,-0.27092343239898803,-0.2844812615616881,-0.12841466105369936,0.3266719967618126,-0.07394759333554805,0.07947000601212441,-0.008505208856388837,-0.05989080198566686,-0.04056687034608859,0.02004964646475738,-0.1829104940749388,-0.042790753876154476,-0.024130055615622266,-0.17902396650549007,-0.2105349285959142,-0.009550688349310487,-0.15081687877482253,-0.08486844173627613,-0.1045091341358438,-0.026710440055020896,-0.20810368168505863,-0.1809621886772075
LOW,0.06835242271197509,-0.310262310086197,-0.189534586326861,-0.07498424930749062,-0.21299219470674383,-0.15903619473870678,0.3790087608799566,-0.6010726321080816,-0.4412141030600295,0.34545203811752245,0.129124176423873,-0.3724384078031001,-0.17499958586415149,-0.03541138643452941,0.3609001727110197,-0.1268333245896768,-0.09850906291509275,-0.01616220947305292,0.02042008600718757,-0.020798096866839685,-0.06536137502414592,0.34718363930333357,-0.322479420728323,-0.035112949381755965,-0.12379628451453609,-0.1077332160230201,-0.04658449409274809,0.0029418462024579594,-0.021599004088168172,-0.2900188550699694,-0.24282180285149266,-0.2201685322919579,-0.30699995679267966
LUB,-0.038101042450894865,0.10310633403823424,-0.03901534099448406,-0.32695568338099684,-0.5554050506641466,-0.046763453429633034,0.010689977718825053,0.30383418227914905,-0.30425600459094065,0.25335015136226036,0.40187792858786064,0.5492447216372969,-0.3327030842983167,0.7172691735111814,0.5757561094299296,-0.43133904441677523,-0.5610539987881343,-0.8399969660139383,-0.4466873479668316,-0.5684048964054534,-0.05706296972978503,0.13025132970302733,-0.9599355913435152,-0.0758394787713897,0.496352439296129,0.2960091328544927,-0.44326131671203434,0.0567244963387725,0.42300729671226267,-0.16132452442395312,-0.39036717019335826,-0.34149476935635653,0.7282824408284113
LU,1.0,0.8988011832477035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3545161690950775,0.7087285353269135,0.33733217858212416
LUFK,-0.852163056508316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LULU,0.09825175970728967,-0.06346740948320019,-0.05887175686452261,-0.17560578284476208,0.2932534153833382,-0.05181502841599382,-0.08657180550406116,0.24893670987795594,0.14101203452954322,0.1277658911664762,-0.27980965645747524,0.06173840787278318,-0.20827789473645583,-0.28743339925397166,-0.08145471478484724,0.04493355892436858,-0.07306710203134148,-0.004072312079876225,0.1156399004069191,-0.12437208344755377,-0.08514305065122134,0.11296449665888536,-0.06035718894630515,0.06832748005166221,-0.12280606031921701,-0.008762672882639658,0.17700547352972204,0.02868739528260102,-0.10960807828340818,-0.006367763778344679,-0.07464009098495483,-0.03713598449151469,0.16092970034068046
LL,0.15281734832898458,0.3929664533125732,-0.1619198282223019,0.03205841781966007,0.02455953193768128,0.2340228199517805,-0.47720538524784506,-0.17376336438701742,-0.08688432672185022,-0.06312337837024361,-0.092839137543792,-0.0763684874703124,0.3223712140411159,0.005223695419161906,0.40768309513431006,0.19756935959055577,0.09607881037482104,-0.015223670833436414,-0.11925859590972722,0.10624200841934797,-0.06921740087169395,0.07492811164236599,0.022749262551134925,0.19666419667737445,-0.2716994920881909,0.17828233265357638,-0.4947329521646605,0.28007972276423937,0.17103411907623792,0.04983643876054357,-0.08346770460066473,-0.02140085422884231,0.12606087103915903
LMNX,0.12494361089688652,0.00814763863289245,0.3068433494270123,-0.043525355686048685,-0.22772732048947844,-0.13160380346604095,-0.05458456126843463,0.1940501351961796,-0.20017952486627258,0.6507264175255877,0.12744088208578344,0.1357393615981977,-0.06622914117288885,-0.10255791040302466,0.4425087386038233,0.10032359136353776,0.06380394204742167,0.03653674754873625,0.27841770140680033,0.03544330680275097,0.07279449945623127,0.17991754728227127,-0.019600579178370527,0.08533756728608372,-0.3307562002178879,-0.05535845904378163,0.18650617505422726,0.5374827254945729,-0.040069926253060224,-0.3668591189083487,0.11241364767736374,0.06350260073879942,-1.0
LMOS,0.05809904973908731,-0.08563490101248877,0.0965220394516164,-0.24997536790299016,-0.2064250143298118,0.04578602448604957,-0.13228306353493022,-0.029635390929211018,-0.23029039391476036,0.4477586695995602,0.20189162869086544,-0.023921289921592277,0.02885268855131789,0.1089920958277871,0.16618103707472034,-0.23905875979708002,-0.12413486395748825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUNA,0.811289025371061,0.3621955773140273,0.5869278094485523,-0.6565269832136416,0.491732056567806,-0.05115588423688348,-0.4320928085055052,0.9433197898366931,-0.24052079158957393,0.10406328436529529,0.47718321785649703,0.7036338765314619,0.13005989464406192,0.5981886599910708,0.759195143601156,0.1056600195013775,0.7015487352014215,0.8809344947523715,0.5561852843698127,-0.06276226848852529,0.25197363468413825,-0.5860027735716841,0.2712703668257771,0.34494577263087933,0.40822630736989807,0.6107225299371004,0.49943389236565544,0.20826049758170095,-0.10334239893403908,0.3530749793880726,0.4348168002945718,0.3633798401003292,-0.11236755655435285
LMC,-0.1772911991265846,-0.8760548885505641,0.8838699761155031,0.9965073041323996,-0.9437314620237509,-0.2662320168112506,-0.5951149272038825,0.9942961593798482,1.0,-0.19752678672739946,0.19103574130947612,-0.9920414719626168,-0.13198458574181118,0.9974712058153147,0.9952872425656252,0.9465772593136508,-1.0,0.9783768487461402,-1.0,-1.0,-0.9642270360720835,0.847575344715108,0.9999989705457704,0.99093711089792,-1.0,0.9191810344827587,-0.8620741482965932,-1.0,-0.029316173282609475,-0.6668169634336265,0.8809336056459781,-0.5871933021560661,-1.0
LXFR,0.44633259823055793,0.2061485433012148,0.07807371019333263,-0.18741151149235558,0.2044872293903714,0.18875372824404424,-0.02856248425304693,-0.08108849487921704,-0.21392186449563874,0.4107570136218058,-0.16059464984041333,0.007312525161762231,-0.06410270995618932,-0.019092766960673586,0.1962011591765292,0.741866099285554,-0.7349222579659994,-1.0,0.41392611255578476,0.22360313868601997,0.20852567772444494,0.22137536178729447,-0.004403549575133296,0.19293633209983213,-0.10694914200073924,-0.0731632592490469,0.10816187527255597,-0.04329670049214008,-0.18895253114634292,0.077125792502875,0.08303790767684115,0.09606639305037308,0.07940498240370931
LUX,0.359673393408639,-0.5134245944360218,-0.6737269195451013,-0.5691034097299452,-0.386770570262763,0.5080846192469467,-0.42862579219296576,-0.12355686737784148,-0.13676291870561108,-0.574653147325554,0.011316036051740986,-0.32467809948869825,0.18454378671061533,0.6545335017154125,0.10973475934879745,-0.8797422994883795,-0.9513144059880545,0.6038738429893726,-0.36657982133719513,-0.8990444561553529,0.649479723816007,-0.9983645806709996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
