PERMNO,PERMCO,HTICK,HTSYMBOL,CUSIP
17972,56461,PDD,PDD,72230410
17973,56462,PRVB,PRVB,74374N10
17974,56463,REPL,REPL,76029N10
17975,56464,,RLM,75606L10
17976,56422,RPAY,RPAY,76029L10
17977,56465,TLRY,TLRY,88688T10
17978,56425,BROG,BROG,G1611B10
17979,56466,WISA,WISA,86633R20
17980,56467,CANG,CANG,13758610
17981,56468,,CHAP,15942R20
17982,54066,OSCV,OSCV,26922A44
17983,54066,OPER,OPER,26922A45
17984,56469,DAVA,DAVA,29260V10
17985,50838,FCTR,FCTR,33733E87
17986,53875,HYGV,HYGV,33939L66
17987,56432,VRT,VRT,92537N10
17988,20331,,,11009790
17989,5199,,STUA,86368910
17990,53120,,TFIV,37954Y58
17991,53120,,TFLT,37954Y59
17992,53120,QDIV,QDIV,37954Y61
17993,56470,NACP,NACP,45259A20
17994,55239,LOUP,LOUP,45782C86
17995,56471,,IEMD,46139W10
17996,22820,,,21199090
17997,22821,,,09055410
17998,56471,,IEMV,46139W20
17999,56471,,IHYD,46139W30
18000,56471,,IHYV,46139W40
18001,56471,IIGD,IIGD,46139W50
18002,56471,IIGV,IIGV,46139W60
18003,56471,,IMFC,46139W70
18004,56471,,IMFP,46139W80
18005,56319,PEXL,PEXL,69374H40
18006,56319,SZNE,SZNE,69374H69
18007,50846,ONLN,ONLN,74347B16
18008,22822,,,36499090
18009,6851,,BIAL,09055510
18010,56437,NFH,NFH,G6461G10
18011,56473,SONO,SONO,83570H10
18012,56474,CWK,CWK,G2717B10
18013,56475,ARLO,ARLO,04206A10
18015,54066,DRSK,DRSK,26922A38
18016,20904,,HPC,42705610
18017,6348,,BMDS,09056910
18018,54066,,VIDG,26922A43
18019,53120,AUSF,AUSF,37954Y57
18020,56470,WOMN,WOMN,45259A10
18021,55239,BJUL,BJUL,45782C78
18022,55239,PJUL,PJUL,45782C81
18023,55239,UJUL,UJUL,45782C83
18024,22823,,,76699090
18025,524,,BIORC,09057510
18026,56349,BSJQ,BSJQ,46138J63
18027,56349,BSCS,BSCS,46138J64
18028,54917,BBAX,BBAX,46641Q23
18029,54917,BBCA,BBCA,46641Q22
18030,54464,KMED,KMED,50076781
18031,52963,,RIDV,68386C73
18032,21582,,,80987710
18033,6438,,SVNT,80517Q10
18034,52963,,REDV,68386C74
18035,56478,AAAU,AAAU,38150K10
18036,56479,SILV,SILV,82836310
18037,50852,DWMF,DWMF,97717Y77
18038,50852,EMMF,EMMF,97717Y78
18039,50852,NTSX,NTSX,97717Y79
18040,22824,,,90999290
18041,515,,BICL,09058310
18042,56448,,ALGR,01749N10
18043,56481,AMAL,AMAL,02267110
18044,56482,ARDS,ARDS,04033410
18045,54066,CHNA,CHNA,26922A37
18046,16182,CMLS,CMLS,23108280
18047,56455,GTEC,GTEC,G4095T10
18048,56485,KLXE,KLXE,48253L20
18049,56487,AMTB,AMTB,02357610
18050,56487,,AMTBB,02357620
18051,9014,MESA,MESA,59047913
18052,56488,PCB,PCB,69320M10
18053,56489,,RIVE,76940Q10
18054,56490,SFET,SFET,78643B40
18055,56491,,SIC,81612030
18056,56492,SOLO,SOLO,28484920
18057,56494,,TOTA,G8959N10
18058,56495,PAYS,PAYS,70451A10
18059,22825,,,91153610
18060,522,,BIOC,09058510
18061,56497,VCNX,VCNX,91864010
18062,56498,ELAN,ELAN,28414H10
18063,56499,EB,EB,29975E10
18064,56500,FTDR,FTDR,35905A10
18065,56501,GTX,GTX,36650510
18066,56215,QGRO,QGRO,02507230
18067,21950,,,98934910
18068,56215,QINT,QINT,02507240
18069,56215,TAXF,TAXF,02507250
18070,54386,TRTY,TRTY,13206183
18071,56503,CTK,CTK,21718L10
18072,53807,EASG,EASG,23305121
18073,54066,QTUM,QTUM,26922A42
18074,53297,UTRN,UTRN,30150574
18075,20192,AP,AP,03203710
18076,570,,,09061010
18077,56504,FTCH,FTCH,30744W10
18078,56470,SDGA,SDGA,45259A30
18079,55239,BOUT,BOUT,45782C76
18080,37493,IBDT,IBDT,46435U51
18081,55524,JMBS,JMBS,47103U85
18082,55416,JHEM,JHEM,47804J83
18083,22826,,,20999290
18084,22827,,,09061110
18085,56507,LAIX,LAIX,50736W10
18086,56477,BMTX,BMTX,05591L10
18087,56508,NIO,NIO,62914V10
18088,56348,PHYL,PHYL,69344A20
18089,56509,RMED,RMED,74933X20
18090,43629,,ZHOK,78463X14
18091,20546,CW,CW,23156110
18092,5737,,BMET,09061310
18093,56323,AFIF,AFIF,90214Q76
18094,52911,VSGX,VSGX,92191072
18095,52911,ESGV,ESGV,92191073
18096,56510,XYF,XYF,98372W20
18097,56511,MNTV,MNTV,60878Y10
18098,56512,AEYE,AEYE,05073420
18099,56513,ARCE,ARCE,G0455310
18100,56514,ARVN,ARVN,04335A10
18101,53292,BNDW,BNDW,92206C56
18102,56483,BNGO,BNGO,09075F10
18103,56515,BSGM,BSGM,09073N20
18104,22828,,,31699290
18105,22829,,,09061610
18106,56516,BSVN,BSVN,06652N10
18107,56517,,CBMB,1248XT10
18108,56518,CBNK,CBNK,13973710
18109,56519,DOOO,DOOO,05577W20
18110,54165,DVLU,DVLU,33741L20
18111,54165,DVOL,DVOL,33741L10
18112,20757,,FWLT,H2717810
18113,56520,ETTX,ETTX,29361410
18114,56484,TTCF,TTCF,87663X10
18115,56521,FVCB,FVCB,36120Q10
18116,56523,GRTS,GRTS,39868T10
18117,56349,,ISDS,46138J71
18118,56349,ISDX,ISDX,46138J72
18119,56349,ISEM,ISEM,46138J69
18120,22830,,,39899190
18121,576,,BMPI,09066010
18122,56349,IUS,IUS,46138J74
18123,56349,IUSS,IUSS,46138J73
18124,56524,,KPFS,71336010
18125,56525,,PNRL,69949M10
18126,56526,,PRNB,74257L10
18127,56527,QTT,QTT,74915J20
18128,56528,STRO,STRO,86936710
18129,56493,GSMG,GSMG,G3997310
18130,56529,,UROV,G9381B10
18131,56530,VIOT,VIOT,92762J10
18132,56531,YI,YI,68247Q10
18133,56532,YMAB,YMAB,98424110
18134,56533,UPWK,UPWK,91688F10
18135,56534,GH,GH,40131M10
18136,56535,ESTC,ESTC,N1450610
18137,56536,ALLO,ALLO,01977010
18138,56537,LTHM,LTHM,53814L10
18139,22831,,,46199290
18140,6571,,BSNR,09066110
18141,56538,PLAN,PLAN,03272L10
18142,56539,REZI,REZI,76118Y10
18143,56540,LIN,LIN,G5494J10
18144,56541,ACA,ACA,03965310
18145,56542,YETI,YETI,98585X10
18147,21784,,,00786910
18148,682,AIKI,AIKI,00887510
18149,56544,ALYA,ALYA,01643B10
18150,56546,ETRN,ETRN,29460010
18151,56545,ACB,ACB,05156X88
18152,56502,,CCC,17142R10
18153,55597,MUST,MUST,19761L60
18154,53807,,PACA,23305153
18155,22832,,,62899190
18156,528,,BIRD,09076310
18157,54066,DSTL,DSTL,26922A32
18158,55598,FLLA,FLLA,35473P56
18159,55598,FLZA,FLZA,35473P57
18160,55598,FLSA,FLSA,35473P58
18161,55415,GTIP,GTIP,38143036
18162,56547,VLDR,VLDR,92259F10
18163,21446,PG,PG,74271810
18164,6828,,NIMU,65536650
18165,55239,BOCT,BOCT,45782C77
18166,55239,POCT,POCT,45782C79
18167,55239,UOCT,UOCT,45782C82
18168,56349,BSDE,BSDE,46138J65
18169,56349,BSCE,BSCE,46138J66
18170,56349,BSBE,BSBE,46138J67
18171,22833,,,81799090
18172,5209,,BVSC,09086220
18173,56349,,BSAE,46138J68
18174,37493,EAGG,EAGG,46435U54
18175,54917,JMUB,JMUB,46641Q64
18176,54917,JMST,JMST,46641Q65
18177,56348,,PQLC,69344A40
18178,56320,TMFS,TMFS,74933W87
18179,56549,RMI,RMI,76883F10
18180,39147,ROKT,ROKT,78468R63
18181,39147,KOMP,KOMP,78468R64
18182,39147,CNRG,CNRG,78468R65
18183,56550,SWI,SWI,83417Q20
18184,56480,FSR,FSR,33813J10
18185,56551,MSC,MSC,86389T10
18186,56323,LSAF,LSAF,90214Q77
18187,50699,ESPO,ESPO,92189F11
18188,50699,MOTG,MOTG,92189F12
18189,50699,DURA,DURA,92189H10
18190,56556,AXNX,AXNX,05465P10
18191,56557,BFC,BFC,06211J10
18192,56558,GDYN,GDYN,39813G10
18193,56559,,DDMX,P3569M10
18194,56560,,EDTX,28138X10
18195,56561,EQ,EQ,29446K10
18196,52262,FPXE,FPXE,33734X78
18197,56562,GMDA,GMDA,M4736410
18198,21675,,,86157210
18199,523,,BIOG,09090110
18200,22834,,,89401510
18201,531,,ITCHE,45679810
18202,56522,PAE,PAE,69290Y10
18203,56563,KOD,KOD,50015M10
18204,56486,,LOAC,G5637213
18205,56564,LOGC,LOGC,54142F10
18206,56565,NIU,NIU,65481N10
18207,56566,OCCI,OCCI,67111Q10
18208,56567,ORTX,ORTX,68570P10
18209,56568,OSMT,OSMT,G6S41R10
18210,56569,PHAS,PHAS,71722410
18211,56570,PT,PT,72352G10
18212,56571,SIBN,SIBN,82570410
18213,56572,STNE,STNE,G8515810
18214,56573,TWST,TWST,90184D10
18215,56496,RVPH,RVPH,76152G10
18216,55505,WBND,WBND,52468L81
18217,56574,AGE,AGE,00848H10
18218,55546,SWAN,SWAN,03210888
18219,24514,,,91133290
18220,692,,BTRL,09090510
18221,56575,,APHA,03765K10
18222,56576,BCSF,BCSF,05684B10
18223,56577,CNF,CNF,18979T10
18224,56578,AMR,AMR,02076410
18225,53101,,LACK,25459Y70
18226,53101,,NEED,25459Y78
18227,22836,,,98299090
18228,583,,BNCO,09090710
18229,53101,WANT,WANT,25459Y80
18230,53101,,PASS,25460G67
18231,54066,DMDV,DMDV,26922A34
18232,54066,,GDMA,26922A35
18233,54066,,GDG,26922A36
18234,54860,FSMB,FSMB,33739P83
18235,22837,,,11399090
18236,6654,,BIOS,09090810
18237,56579,FUMB,FUMB,33740J10
18238,44072,EWCO,EWCO,46137Y60
18239,37493,IBMN,IBMN,46435U43
18240,56348,,PQSG,69344A50
18241,56348,,PQSV,69344A60
18242,50846,PAWZ,PAWZ,74348A14
18243,22838,,,16278910
18244,6050,,BLSC,09090910
18245,55136,,DQML,75605A88
18246,56580,,ROAN,76975510
18247,56581,VAPO,VAPO,92210710
18248,56553,UTZ,UTZ,91809010
18249,56554,ALAC,ALAC,G3500610
18250,56555,,ARYA,G3165V10
18251,22839,,,27033010
18252,6957,,BSII,09091230
18253,56585,AVCO,AVCO,05344R10
18255,56587,CREX,CREX,22530J20
18256,53120,EBIZ,EBIZ,37954Y46
18257,56588,ETON,ETON,29772L10
18258,52262,FDNI,FDNI,33734X77
18259,56590,MDRR,MDRR,58403P10
18260,56591,,SG,G8196D10
18261,56593,TC,TC,89856T20
18262,56594,,TLC,87403810
18263,56595,,TLSA,88875G10
18264,56596,,TTTN,88680T10
18266,37493,BGRN,BGRN,46435U44
18267,55676,DELL,DELL,24703L20
18268,56598,,XLEY,23163L10
18269,56598,,XLUY,23163L20
18270,56598,,XLTY,23163L30
18271,56598,,XLSY,23163L40
18272,53807,EMCR,EMCR,23305119
18273,53807,EMSG,EMSG,23305122
18274,56132,ERSX,ERSX,29382888
18275,53120,XYLD,XYLD,37954Y47
18276,53120,CHIU,CHIU,37954Y51
18277,53120,CHIR,CHIR,37954Y52
18278,20987,,,45850610
18279,5746,,BIOZ,09091310
18280,53120,CHIK,CHIK,37954Y53
18281,53120,CHIH,CHIH,37954Y54
18282,53120,CHIS,CHIS,37954Y55
18283,53120,,CHIL,37954Y56
18284,53127,,SDAG,45409B33
18285,53127,IQIN,IQIN,45409B36
18286,21491,,RAY,75510310
18287,5385,,BIOT,09091510
18288,56471,,IMFI,46139W87
18289,56471,,IMFD,46139W88
18290,54917,JIGB,JIGB,46641Q44
18291,54917,JAGG,JAGG,46641Q24
18292,56599,MOGU,MOGU,60801210
18293,56600,JHAA,JHAA,67079F10
18294,22840,,,85399190
18295,6152,,BSYN,09091710
18296,56348,PQIN,PQIN,69344A30
18297,56601,SUZ,SUZ,86959K10
18298,56602,TAK,TAK,87406020
18299,56603,TME,TME,88034P10
18300,50852,,GLBY,97717Y74
18301,53928,,PACD,L7257P20
18302,56584,ADN,ADN,00788A10
18303,56604,APM,APM,G6096M10
18304,53120,DAX,DAX,37954Y49
18305,56606,DMAC,DMAC,25253X20
18306,56607,DTSS,DTSS,23811620
18307,22841,,,96299090
18308,6664,,MFIC,59507310
18309,56608,ENOB,ENOB,29350E10
18310,56609,,FLF,31353310
18311,56610,LEGH,LEGH,52472M10
18312,56611,MRNA,MRNA,60770K10
18313,56612,,NMCI,Y6215110
18314,56613,PHCF,PHCF,G7306H10
18315,10415,,SGIB,83117510
18316,529,,BIRT,09131110
18317,56614,QFIN,QFIN,88557W10
18318,53120,QYLD,QYLD,37954Y48
18320,56592,TBLT,TBLT,89157G50
18321,56616,,THOR,87167A10
18322,56617,WRAP,WRAP,98212N10
18323,22842,,,03419510
18324,506,,BISH,09142810
18325,56618,WTER,WTER,01643A20
18326,56582,WEI,WEI,94861A10
18327,56619,CVET,CVET,22304C10
18328,55546,XBUY,XBUY,03210887
18329,53101,,RWDE,25460E37
18330,53101,,RWED,25460E38
18331,22843,,,11883510
18332,532,,BITU,09173010
18333,53101,,RWDC,25460E39
18334,53101,,RWCD,25460E41
18335,53101,,RWSL,25460E42
18336,53101,,RWLS,25460E43
18337,53101,RWGV,RWGV,25460E44
18338,53101,RWVG,RWVG,25460E45
18339,53101,,RWIU,25460E46
18340,53101,,RWUI,25460E47
18341,53101,,MUTE,25460G68
18342,53101,,TAWK,25460E49
18343,54104,LGOV,LGOV,33738D60
18344,56620,HEXO,HEXO,42830430
18345,55239,UJAN,UJAN,45782C30
18346,55239,BJAN,BJAN,45782C40
18347,55239,PJAN,PJAN,45782C50
18348,54917,JCPB,JCPB,46641Q67
18349,56621,NRGX,NRGX,69346N10
18350,50846,,UCOM,74347B12
18351,50846,,XCOM,74347B13
18352,50846,,SCOM,74347B14
18353,50846,,YCOM,74347B15
18354,56623,SSPY,SSPY,87166N10
18355,56624,AWTM,AWTM,88636410
18356,56626,BCOW,BCOW,28253R10
18357,56586,ATCX,ATCX,04943010
18358,22844,,,12045710
18359,553,,BLCK,09180910
18360,56605,GCMG,GCMG,36831E10
18361,56589,PAYA,PAYA,70434P10
18362,55693,LDSF,LDSF,33740F87
18363,53422,LKCO,LKCO,G5698110
18364,56627,MDJH,MDJH,G5929010
18365,56628,MTC,MTC,G6181K10
18366,22845,,,42799090
18367,473,,BDEC,09202010
18368,56629,NFE,NFE,64439310
18369,56630,RBKB,RBKB,76209310
18370,56615,CLVR,CLVR,18676010
18372,56631,SXTC,SXTC,G2161P11
18374,20928,,,43850610
18375,505,,BGOC,09203610
18376,56632,ALEC,ALEC,01444210
18377,56633,GOSS,GOSS,38341P10
18380,55002,ARKF,ARKF,00214Q70
18381,56634,,CTST,13780020
18382,21214,,PHA,71713U10
18383,558,,,09209510
18384,55045,VRAI,VRAI,26923G78
18385,55045,VPC,VPC,26923G79
18386,54581,FSMD,FSMD,31609252
18387,54581,FDEV,FDEV,31609253
18388,54581,FDEM,FDEM,31609254
18389,56635,HGLB,HGLB,43010T10
18390,22846,,,64021810
18391,551,,BLAK,09214010
18392,55875,TPAY,TPAY,56167N54
18393,55875,,TCLD,56167N55
18394,56636,,USDY,69434K10
18395,56640,CMMB,CMMB,16385C10
18396,56641,AREC,AREC,02927U20
18397,56642,,AVDR,05355N10
18398,53202,,BKCH,00768Y51
18399,56643,CTRM,CTRM,Y1146L12
18400,56645,EPSN,EPSN,29437520
18401,56647,HARP,HARP,41358P10
18402,56649,HOTH,HOTH,44148G10
18403,21375,,JCP,70816010
18404,5583,,BLAU,09236810
18405,56650,IMAC,IMAC,44967K10
18406,56651,INMB,INMB,45782T10
18407,56652,,ITMR,46543710
18408,56653,KLDO,KLDO,48334710
18409,56654,MITO,MITO,85789A10
18410,56655,ASLE,ASLE,00810F10
18411,21640,SO,SO,84258710
18412,22847,,,09290110
18413,56656,SLGG,SLGG,86804F20
18414,56657,,SOLY,83425110
18415,56658,TCRR,TCRR,87808K10
18416,56659,VFF,VFF,92707Y10
18417,55505,WINC,WINC,52468L78
18418,56660,ZYXI,ZYXI,98986M10
18419,56597,PHGE,PHGE,09090D10
18420,56662,FOXA,FOXA,35137L10
18421,56662,FOX,FOX,35137L20
18422,33864,,CLDB,22058710
18423,56664,OSW,OSW,P7368411
18424,25260,LEVI,LEVI,52736R10
18425,56665,BALY,BALY,05875B10
18426,56666,,DSSI,Y2067610
18427,56667,CYCN,CYCN,23255M10
18428,56668,DOW,DOW,26055710
18429,56669,DYNF,DYNF,09290C10
18430,53807,USSG,USSG,23305115
18431,54066,HOMZ,HOMZ,26922A23
18432,54066,NETL,NETL,26922A24
18433,54066,,RYZZ,26922A25
18434,54066,FIVG,FIVG,26922A28
18435,55415,,GBUY,38143025
18436,55415,,GMAN,38143027
18437,55415,,GDNA,38143029
18438,21665,SCX,SCX,85566810
18439,552,,LEXP,52952910
18440,55415,,GFIN,38143032
18441,55415,,GDAT,38143034
18442,37493,FOVL,FOVL,46435U33
18443,54917,BBSA,BBSA,46641Q25
18444,54917,BBUS,BBUS,46641Q39
18445,55416,JHCS,JHCS,47804J82
18446,20460,,,18139610
18447,382,,OEQU,68191710
18448,56622,,PVT,72583A10
18449,56670,,LSLT,79590A10
18450,56671,TEAF,TEAF,27901F10
18451,56039,DMRE,DMRE,89349P50
18452,56673,LYFT,LYFT,55087P10
18453,56646,LAZR,LAZR,55042410
18454,22848,,,22599090
18455,563,,BLOCA,09364410
18456,56679,SWAV,SWAV,82489T10
18457,56681,MVST,MVST,59516C10
18458,56683,DTIL,DTIL,74019P10
18459,56685,CARE,CARE,14610310
18460,56674,,WTRE,G9478710
18461,56625,SNAX,SNAX,86368510
18462,22849,,,41999190
18463,564,,,09365310
18464,56648,SJ,SJ,G7864D11
18465,56677,PUYI,PUYI,69373Y10
18466,56680,FUTU,FUTU,36118L10
18467,56684,TIGR,TIGR,91531W10
18468,56686,GNFT,GNFT,37227910
18469,37493,EWJE,EWJE,46435U38
18470,22850,,,48599090
18471,6366,,BFCO,09414010
18472,37493,EWJV,EWJV,46435U37
18480,56687,TW,TW,89267210
18481,42936,ALC,ALC,H0130112
18482,56688,PD,PD,69553P10
18483,56689,MREO,MREO,58949210
18484,56690,ZM,ZM,98980L10
18485,56691,PINS,PINS,72352L10
18489,22851,,,70175710
18490,566,,BLUE,09532910
18497,22852,,,81399090
18498,5825,,BLGR,09548720
18513,53202,YOLO,YOLO,00768Y49
18514,56692,ALTG,ALTG,02128L10
18515,56693,MNRL,MNRL,10918L10
18516,53120,RYLD,RYLD,37954Y45
18517,55415,GSST,GSST,38143023
18518,22853,,,81999090
18519,534,,BJEC,09564510
18520,55239,UAPR,UAPR,45782C80
18521,55239,PAPR,PAPR,45782C87
18522,55239,BAPR,BAPR,45782C88
18523,37493,IBMO,IBMO,46435U25
18524,37493,IBMP,IBMP,46435U28
18525,37493,IBMQ,IBMQ,46435U32
18526,22854,,,00399090
18527,500,,BFLDE,09616710
18528,37493,IDRV,IDRV,46435U36
18529,56694,JMIA,JMIA,48138M10
18530,54464,KEMX,KEMX,50076776
18531,55378,USI,USI,74255Y81
18532,56695,UFO,UFO,74280R20
18533,56637,RMO,RMO,77615310
18534,22855,,,11899190
18535,56321,XLSR,XLSR,78470P40
18536,56321,FISR,FISR,78470P50
18537,56624,SFY,SFY,88636420
18538,56624,SFYX,SFYX,88636430
18539,56638,HYLN,HYLN,44910910
18540,55818,SEIX,SEIX,92790A40
18541,50852,IXSE,IXSE,97717Y73
18542,20408,CAT,CAT,14912310
18543,568,,BLYDY,09656330
18544,56696,,RPLA,G7513010
18545,56697,TUFN,TUFN,M8893U10
18546,56639,LOTZ,LOTZ,14255210
18547,56699,BWAY,BWAY,10501L10
18548,53120,CLOU,CLOU,37954Y44
18549,56675,LVOX,LVOX,53838L10
18550,22856,,,31409910
18551,594,,BOAT,09665010
18552,56644,RIDE,RIDE,54405Q10
18553,56700,BEEM,BEEM,07373B10
18554,56701,FXNC,FXNC,32106V10
18555,56702,GHSI,GHSI,40145Q40
18556,56703,GNLN,GNLN,39533010
18557,53120,GNOM,GNOM,37954Y43
18558,56676,GOEV,GOEV,13803R10
18559,56704,HOOK,HOOK,43906K10
18560,56705,MNSB,MNSB,56064Y10
18561,56706,NGM,NGM,62921N10
18562,56707,PBTS,PBTS,G7200710
18563,56708,PLMR,PLMR,69753M10
18564,56709,,PPHI,73740G10
18565,56710,,RUHN,78131410
18566,56711,SILK,SILK,82710M10
18567,56712,TPTX,TPTX,90041T10
18568,56713,VERB,VERB,92337U10
18569,22857,,,31831510
18570,595,,BOBE,09676110
18571,56714,WAFU,WAFU,G9418410
18572,56715,BYND,BYND,08862E10
18573,56716,SCPL,SCPL,80908710
18575,56718,PSN,PSN,70202L10
18576,56719,UBER,UBER,90353T10
18577,22858,,,36999390
18578,56720,KTB,KTB,50050N10
18579,56721,AVTR,AVTR,05352A10
18580,56722,FSLY,FSLY,31188V10
18581,52902,RDIV,RDIV,46138G65
18582,52902,RWJ,RWJ,46138G66
18583,52902,RWK,RWK,46138G67
18584,52902,,RWW,46138G68
18585,22859,,,40609010
18586,465,,,09680220
18587,52902,,RIDV,46138G77
18588,52902,,ESGF,46138G81
18589,52902,RWL,RWL,46138G69
18590,52902,,REDV,46138G82
18591,56349,,ESGL,46138J62
18592,56723,CTVA,CTVA,22052L10
18593,22860,,,88699090
18606,22861,,,05350110
18607,596,,BOGO,09720520
18614,22862,,,09499190
18615,22863,,,09729310
18622,20787,GAM,GAM,36880210
18623,598,,BOHM,09732910
18630,22975,,,37199190
18631,600,,,09750010
18642,56698,FREE,FREE,96684W10
18643,56732,XAIR,XAIR,08862L10
18644,56733,APLT,APLT,03828A10
18645,56734,ATIF,ATIF,G0602B20
18646,56735,AXLA,AXLA,05454B10
18647,56736,BCYC,BCYC,08878610
18648,56737,CRTX,CRTX,22053A10
18649,21414,BCO,BCO,10969610
18650,603,,BOLT,09769810
18651,56319,ECOW,ECOW,69374H86
18652,56739,FRAF,FRAF,35352510
18653,56624,GIGE,GIGE,88636450
18654,56319,HERD,HERD,69374H65
18655,56741,HHR,HHR,42207L10
18656,56743,IDYA,IDYA,45166A10
18657,22865,,,88503590
18658,605,,BOMC,09774810
18659,56682,SFT,SFT,82452T10
18660,56744,JFIN,JFIN,47737C10
18661,56678,EQOS,EQOS,Y2074E10
18662,56746,,LK,54951L10
18663,56747,MIST,MIST,59935V10
18664,56748,NXTC,NXTC,65343E10
18665,22866,,,02999490
18666,6127,,BOMDQ,09775510
18667,56749,OGI,OGI,68620P10
18668,56751,RRBI,RRBI,75686R20
18669,56752,RTLR,RTLR,75419T10
18670,56753,SONM,SONM,83548F20
18671,56754,SPFI,SPFI,83946P10
18672,37493,SUSL,SUSL,46435U21
18673,22867,,,59771510
18674,22868,,,09775710
18675,56755,SY,SY,83356Q10
18676,56757,TMDX,TMDX,89377M10
18677,56758,TRVI,TRVI,89532M10
18678,56759,YJ,YJ,98873N10
18679,54981,WBIT,WBIT,00400R84
18680,56316,FRDM,FRDM,02072L60
18681,21705,,TRW,87264910
18682,593,,BNZA,09783310
18683,55546,,LEND,03210886
18684,56760,FINS,FINS,03464A10
18685,54066,ZIG,ZIG,26922A26
18686,54446,AMOM,AMOM,30151E78
18687,54446,QRFT,QRFT,30151E79
18688,53878,,USHG,00110G50
18689,53878,GLIF,GLIF,00110G60
18690,52902,,OYLD,46138G71
18691,52902,,OVLU,46138G72
18692,52902,,OSIZ,46138G73
18693,52902,,OQAL,46138G74
18694,52902,,OMOM,46138G75
18695,52902,,OVOL,46138G76
18696,52902,,REFA,46138G78
18697,52902,,RGLB,46138G79
18698,52902,,REEM,46138G83
18699,56349,OMFS,OMFS,46138J59
18700,56349,OMFL,OMFL,46138J61
18701,37493,IBHC,IBHC,46435U15
18702,267,,,03333010
18703,37493,IBHE,IBHE,46435U16
18704,37493,IBHB,IBHB,46435U17
18705,37493,IBHD,IBHD,46435U18
18706,37493,,IBHA,46435U22
18707,54464,IVOL,IVOL,50076773
18708,56761,,DBMF,56170L82
18709,56762,MEC,MEC,57860510
18710,22869,,,14450110
18711,604,,CAML,13322130
18712,56319,BUL,BUL,69374H66
18713,56319,TRND,TRND,69374H67
18714,56319,PTIN,PTIN,69374H68
18715,56763,PSTL,PSTL,73757R10
18716,56624,SFYF,SFYF,88636440
18717,56764,TPHD,TPHD,88743232
18718,56764,TPLC,TPLC,88743235
18719,56672,DM,DM,25058X10
18720,50699,MAAX,MAAX,92189H50
18721,56765,VCIF,VCIF,92535C10
18722,50852,PLAT,PLAT,97717Y71
18723,56766,CLVT,CLVT,G2181010
18724,56767,AMCR,AMCR,G0250X10
18725,56768,RVLV,RVLV,76156B10
18726,56769,CRWD,CRWD,22788C10
18727,56770,CHWY,CHWY,16679L10
18728,56771,CIH,CIH,16954W10
18729,20473,CL,CL,19416210
18730,7201,,BWCO,09845610
18734,56773,,WORK,83088V10
18735,56774,GO,GO,39874R10
18736,56775,IAA,IAA,44925310
18737,22870,,,22999190
18738,591,,BNRY,09852320
18739,56777,BSTZ,BSTZ,09260K10
18740,56779,,TBND,19423L85
18741,53807,SNPE,SNPE,23305114
18742,53297,HTEC,HTEC,30150572
18743,56780,GOTU,GOTU,36257Y10
18744,55239,UJUN,UJUN,45782C73
18745,22871,,,23899090
18746,7182,,BYEC,09852510
18747,55239,PJUN,PJUN,45782C74
18748,55239,BJUN,BJUN,45782C75
18749,37493,IHAK,IHAK,46435U13
18750,37493,MIDF,MIDF,46435U14
18751,37493,IDNA,IDNA,46435U19
18752,54464,KSCD,KSCD,50076771
18753,22872,,,35199090
18754,6832,,BOOL,09858610
18755,54464,KLCD,KLCD,50076772
18756,56782,,LINX,53619W10
18757,56315,,INAU,53656F30
18758,56315,,INAG,53656F40
18759,56315,,TWAR,53656F50
18760,56315,NERD,NERD,53656F70
18761,21093,,SBF,79547710
18762,607,,BOONQ,09925710
18763,56783,MMX,MMX,57776F40
18764,55709,NULC,NULC,67092P86
18765,56111,RSF,RSF,76882B10
18767,56784,FLNG,FLNG,G3594720
18768,56785,FVRR,FVRR,M4R82T10
18769,56786,ADPT,ADPT,00650F10
18770,56787,BBIO,BBIO,10806X10
18771,56788,CHNG,CHNG,15912K10
18772,56789,AKRO,AKRO,00973Y10
18773,56790,ARTL,ARTL,04301G20
18774,56791,BCEL,BCEL,04965G10
18775,56792,CMBM,CMBM,G1776610
18776,56742,IMVT,IMVT,45258J10
18777,56794,KRTX,KRTX,48576A10
18778,56745,GNOG,GNOG,38113L10
18779,56795,MORF,MORF,61775R10
18780,56796,ATER,ATER,02156U10
18781,57264,LGHL,LGHL,53620U10
18782,56797,,PRVL,74140Y10
18783,56798,PSNL,PSNL,71535D10
18784,56799,REAL,REAL,88339P10
18785,56801,STOK,STOK,86150R10
18786,56802,AMK,AMK,04546L10
18787,56803,,MDLA,58402110
18788,22873,,,85399390
18789,56804,HCAT,HCAT,42225T10
18790,56805,,LVGO,53918310
18791,54981,,WBIN,00400R83
18792,55546,CNBS,CNBS,03210885
18793,54386,TOKE,TOKE,13206182
18794,56778,,CCX,17143G10
18795,54066,ACIO,ACIO,26922A22
18796,21597,,,86664510
18797,587,,,09941910
18798,56806,EIC,EIC,26981710
18799,53875,QLVE,QLVE,33939L63
18800,53875,QLVD,QLVD,33939L64
18801,53875,QLV,QLV,33939L65
18802,56781,UPH,UPH,91532B10
18803,56109,ULTR,ULTR,45409F81
18804,55239,EJUL,EJUL,45782C71
18805,55239,IJUL,IJUL,45782C72
18806,56807,CLPT,CLPT,18507C10
18807,56808,ORCC,ORCC,69121K10
18808,56809,PHR,PHR,71944F10
18809,22875,,,88499190
